"","Season","Age","Tm","Lg","Pos","G","MP","PER","TSPerc","3PAr","FTr","ORBPerc","DRBPerc","TRBPerc","ASTPerc","STLPerc","BLKPerc","TOVPerc","USGPerc","OWS","DWS","WS","WSPer48","OBPM","DBPM","BPM","VORP","PlayerName","DraftYear","DraftPos"
"4518","2011-12",21,"WAS","NBA","PG",64,779,11.9,0.468,0.191,0.268,1.7,11.7,6.7,26,1.9,0.2,16.3,16.9,0.2,0.5,0.7,0.042,-2,-0.7,-2.6,-0.1,"Shelvin Mack","2011",34
"4519","2012-13",22,"TOT","NBA","PG,SG",31,416,11.3,0.537,0.389,0.127,0.8,10,5.4,26.3,1.9,0,20.4,18.5,0.1,0.4,0.5,0.056,-2.6,-0.1,-2.7,-0.1,"Shelvin Mack","2011",34
"4520","2012-13",22,"WAS","NBA","PG",7,141,10.4,0.453,0.325,0.05,2.3,10.3,6.3,26.3,2.2,0,16.4,15.8,0,0.2,0.2,0.052,-2.9,1.2,-1.7,0,"Shelvin Mack","2011",34
"4521","2012-13",22,"PHI","NBA","SG",4,7,-6.4,0.5,0.5,0,0,0,0,22.6,0,0,50,26.3,-0.1,0,-0.1,-0.348,-13.8,-4.1,-17.9,0,"Shelvin Mack","2011",34
"4522","2012-13",22,"ATL","NBA","PG",20,268,12.3,0.577,0.417,0.167,0,10.1,5.1,26.3,1.7,0,21,19.7,0.1,0.2,0.4,0.068,-2.2,-0.6,-2.8,-0.1,"Shelvin Mack","2011",34
"4523","2013-14",23,"ATL","NBA","PG",73,1490,13.2,0.51,0.367,0.148,1.6,10.7,6.2,28.8,1.7,0.1,14.3,19,1.2,1.2,2.3,0.074,-0.6,-0.5,-1.1,0.3,"Shelvin Mack","2011",34
"4524","2014-15",24,"ATL","NBA","PG",55,833,13.2,0.489,0.435,0.106,1.1,9.5,5.4,28.6,1.8,0.2,13.8,19.5,0.5,0.8,1.3,0.075,-0.7,-1,-1.7,0.1,"Shelvin Mack","2011",34
"4525","2015-16",25,"TOT","NBA","PG",52,1058,13.6,0.507,0.301,0.147,1.4,12.5,7,30.6,1.7,0.2,17.7,23.3,0.2,1.2,1.3,0.061,-1.2,-0.4,-1.6,0.1,"Shelvin Mack","2011",34
"4526","2015-16",25,"ATL","NBA","PG",24,179,15.4,0.464,0.284,0.126,1.2,11.9,6.7,36.9,2.2,0,12.3,28.5,-0.1,0.3,0.2,0.045,-1.9,-1,-2.9,0,"Shelvin Mack","2011",34
"4527","2015-16",25,"UTA","NBA","PG",28,879,13.2,0.52,0.306,0.153,1.5,12.6,7,29.3,1.6,0.3,19.2,22.2,0.2,0.9,1.2,0.064,-1,-0.3,-1.3,0.2,"Shelvin Mack","2011",34
"4528","2016-17",26,"UTA","NBA","PG",55,1205,10.9,0.518,0.315,0.202,2,9.8,6,20.4,1.8,0.2,17.8,19.6,-0.1,1.5,1.4,0.054,-2.5,0.2,-2.3,-0.1,"Shelvin Mack","2011",34
"4529","2017-18",27,"ORL","NBA","PG",69,1365,13.3,0.518,0.336,0.234,1.8,11.6,6.7,29.5,1.9,0.5,16.3,17.6,1,1,1.9,0.069,-1.2,-0.2,-1.4,0.2,"Shelvin Mack","2011",34
"4530","2018-19",28,"TOT","NBA","PG",57,1246,10.4,0.489,0.323,0.208,1.6,7.9,4.7,22.6,1.9,0.3,13,18.1,-0.2,1.1,0.9,0.034,-2.7,-0.4,-3,-0.3,"Shelvin Mack","2011",34
"4531","2018-19",28,"MEM","NBA","PG",53,1204,11,0.499,0.329,0.193,1.6,8,4.8,23.3,1.9,0.3,12.8,18,0.1,1,1.1,0.045,-2.3,-0.3,-2.5,-0.1,"Shelvin Mack","2011",34
"4532","2018-19",28,"CHO","NBA","PG",4,42,-6.6,0.251,0.143,0.643,0,5.2,2.6,3,2.3,0,18.2,22.5,-0.3,0,-0.3,-0.304,-14,-3.9,-17.9,-0.2,"Shelvin Mack","2011",34
"4533","Career",NA,"","NBA","",456,8392,12.3,0.504,0.333,0.181,1.6,10.5,6.1,26.6,1.8,0.2,15.9,19.1,2.8,7.5,10.3,0.059,-1.6,-0.4,-1.9,0.1,"Shelvin Mack","2011",34
"4534","4 seasons",NA,"ATL","NBA","",172,2770,13.3,0.505,0.384,0.135,1.3,10.4,5.9,29,1.8,0.1,14.6,19.8,1.7,2.4,4.2,0.072,-0.9,-0.7,-1.6,0.3,"Shelvin Mack","2011",34
"4535","2 seasons",NA,"UTA","NBA","",83,2084,11.8,0.519,0.311,0.18,1.8,11,6.4,24.1,1.7,0.2,18.4,20.7,0.2,2.4,2.5,0.058,-1.9,0,-1.9,0.1,"Shelvin Mack","2011",34
"4536","2 seasons",NA,"WAS","NBA","",71,920,11.7,0.465,0.212,0.235,1.8,11.5,6.6,26,1.9,0.2,16.3,16.7,0.2,0.6,0.8,0.044,-2.1,-0.4,-2.5,-0.1,"Shelvin Mack","2011",34
"4537","1 season",NA,"ORL","NBA","",69,1365,13.3,0.518,0.336,0.234,1.8,11.6,6.7,29.5,1.9,0.5,16.3,17.6,1,1,1.9,0.069,-1.2,-0.2,-1.4,0.2,"Shelvin Mack","2011",34
"4538","1 season",NA,"MEM","NBA","",53,1204,11,0.499,0.329,0.193,1.6,8,4.8,23.3,1.9,0.3,12.8,18,0.1,1,1.1,0.045,-2.3,-0.3,-2.5,-0.1,"Shelvin Mack","2011",34
"4539","1 season",NA,"CHO","NBA","",4,42,-6.6,0.251,0.143,0.643,0,5.2,2.6,3,2.3,0,18.2,22.5,-0.3,0,-0.3,-0.304,-14,-3.9,-17.9,-0.2,"Shelvin Mack","2011",34
"4540","1 season",NA,"PHI","NBA","",4,7,-6.4,0.5,0.5,0,0,0,0,22.6,0,0,50,26.3,-0.1,0,-0.1,-0.348,-13.8,-4.1,-17.9,0,"Shelvin Mack","2011",34
"4541","2011-12",21,"SAC","NBA","SF",15,88,10.4,0.382,0.125,0.208,3.6,14.4,8.7,11.5,2.3,2.5,7.1,13.9,0,0.1,0,0.013,-2,-0.2,-2.2,0,"Tyler Honeycutt","2011",35
"4542","2012-13",22,"SAC","NBA","SF",9,32,1.9,0.337,0.182,0.182,10.5,25.8,18,9.1,0,2.4,29.6,23.4,-0.2,0,-0.1,-0.22,-8.4,-4.8,-13.2,-0.1,"Tyler Honeycutt","2011",35
"4543","Career",NA,"","NBA","",24,120,8.1,0.368,0.143,0.2,5.4,17.5,11.2,10.9,1.7,2.5,15.5,16.4,-0.2,0.1,-0.1,-0.049,-3.7,-1.4,-5.1,-0.1,"Tyler Honeycutt","2011",35
"4544","2011-12",21,"NJN","NBA","C",43,635,14.5,0.544,0,0.434,11.7,16.9,14.3,2.9,1.8,1.8,11.3,14.7,1,0.4,1.3,0.101,-0.9,-1.2,-2.1,0,"Jordan Williams","2011",36
"4545","Career",NA,"","NBA","",43,635,14.5,0.544,0,0.434,11.7,16.9,14.3,2.9,1.8,1.8,11.3,14.7,1,0.4,1.3,0.101,-0.9,-1.2,-2.1,0,"Jordan Williams","2011",36
"4546","2011-12",21,"LAC","NBA","C",24,119,12,0.445,0.213,0.115,4,20.2,12,4.5,1.4,2.1,8.6,27.2,-0.1,0.1,0,0.004,-3.2,-2.5,-5.7,-0.1,"Trey Thompkins","2011",37
"4547","Career",NA,"","NBA","",24,119,12,0.445,0.213,0.115,4,20.2,12,4.5,1.4,2.1,8.6,27.2,-0.1,0.1,0,0.004,-3.2,-2.5,-5.7,-0.1,"Trey Thompkins","2011",37
"4548","2011-12",23,"HOU","NBA","SF",63,1804,13.3,0.513,0.324,0.142,5.7,13.6,9.6,11.7,2.1,1.2,12.2,16.7,1.6,1.8,3.4,0.09,0.1,0.7,0.8,1.3,"Chandler Parsons","2011",38
"4549","2012-13",24,"HOU","NBA","SF",76,2758,15.3,0.584,0.421,0.165,3.3,13.2,8.3,15.6,1.4,0.9,12.7,18.3,4.9,2.1,7,0.121,2,0,2,2.8,"Chandler Parsons","2011",38
"4550","2013-14",25,"HOU","NBA","SF",74,2783,15.9,0.565,0.356,0.224,2.9,12.8,8.2,17.3,1.6,0.8,11.7,19.3,5.1,2.5,7.6,0.131,1.5,0.2,1.7,2.6,"Chandler Parsons","2011",38
"4551","2014-15",26,"DAL","NBA","SF",66,2186,16.3,0.567,0.419,0.233,3.2,13,8.1,11.4,1.6,0.7,9.5,20.6,3.8,1.7,5.5,0.121,2,-0.4,1.6,2,"Chandler Parsons","2011",38
"4552","2015-16",27,"DAL","NBA","SF",61,1799,16.2,0.589,0.386,0.209,1.8,15.6,8.7,16,1.3,1,11.8,20.5,2.6,1.6,4.3,0.114,1.8,0.2,2,1.8,"Chandler Parsons","2011",38
"4553","2016-17",28,"MEM","NBA","SF",34,675,7.7,0.436,0.419,0.194,1,13.6,7.1,12.8,1.5,0.7,9.1,17.8,-0.5,0.7,0.2,0.015,-3.6,-0.2,-3.8,-0.3,"Chandler Parsons","2011",38
"4554","2017-18",29,"MEM","NBA","SF",36,691,13.6,0.578,0.517,0.115,2.3,13,7.5,16.4,1.3,1.5,12.5,18.3,0.7,0.4,1.1,0.077,1.2,-0.4,0.8,0.5,"Chandler Parsons","2011",38
"4555","2018-19",30,"MEM","NBA","SF",25,496,8.5,0.484,0.516,0.137,0.9,15.2,7.9,13.4,1.9,1,14.2,20.3,-0.6,0.6,0,-0.004,-3.9,-0.5,-4.4,-0.3,"Chandler Parsons","2011",38
"4556","2019-20",31,"ATL","NBA","PF",5,54,5.6,0.389,0.778,0,2,12.1,7,7.5,3.5,1.6,14.3,16.1,-0.1,0,-0.1,-0.065,-4.4,-1.6,-6,-0.1,"Chandler Parsons","2011",38
"4557","Career",NA,"","NBA","",440,13246,14.7,0.557,0.4,0.19,3.1,13.6,8.4,14.6,1.6,0.9,11.6,19,17.5,11.4,28.9,0.105,1,0,1.1,10.2,"Chandler Parsons","2011",38
"4558","3 seasons",NA,"HOU","NBA","",213,7345,15,0.561,0.373,0.183,3.8,13.2,8.6,15.3,1.6,0.9,12.2,18.3,11.5,6.4,18,0.117,1.4,0.2,1.6,6.7,"Chandler Parsons","2011",38
"4559","2 seasons",NA,"DAL","NBA","",127,3985,16.3,0.577,0.404,0.222,2.6,14.2,8.4,13.5,1.5,0.8,10.5,20.6,6.5,3.3,9.8,0.118,1.9,-0.1,1.8,3.7,"Chandler Parsons","2011",38
"4560","3 seasons",NA,"MEM","NBA","",95,1862,10.1,0.501,0.483,0.149,1.4,13.8,7.5,14.3,1.6,1.1,11.8,18.6,-0.4,1.6,1.3,0.033,-1.9,-0.4,-2.2,-0.1,"Chandler Parsons","2011",38
"4561","1 season",NA,"ATL","NBA","",5,54,5.6,0.389,0.778,0,2,12.1,7,7.5,3.5,1.6,14.3,16.1,-0.1,0,-0.1,-0.065,-4.4,-1.6,-6,-0.1,"Chandler Parsons","2011",38
"4562","2011-12",20,"GSW","NBA","C",42,568,10.4,0.442,0.005,0.249,10.8,17.1,14,4.5,1.5,2.7,13.4,21.8,-0.5,0.4,-0.2,-0.014,-5.5,-2.3,-7.8,-0.8,"Jeremy Tyler","2011",39
"4563","2012-13",21,"TOT","NBA","C",21,68,6.2,0.413,0,0.25,10,22.3,16.3,2.3,0.7,2.3,18.4,21.5,-0.2,0.1,-0.1,-0.049,-7.3,-1.6,-8.9,-0.1,"Jeremy Tyler","2011",39
"4564","2012-13",21,"GSW","NBA","C",20,63,6.1,0.413,0,0.25,10.8,18.7,14.9,2.5,0.8,2.5,18.4,23.2,-0.2,0.1,-0.1,-0.063,-7.6,-1.8,-9.4,-0.1,"Jeremy Tyler","2011",39
"4565","2012-13",21,"ATL","NBA","C",1,5,8.5,NA,NA,NA,0,67.7,34.3,0,0,0,NA,0,0,0,0,0.122,-3.7,0.5,-3.2,0,"Jeremy Tyler","2011",39
"4566","2013-14",22,"NYK","NBA","C",41,398,13,0.532,0,0.414,10.9,21.6,16.1,3.3,0.8,4.5,15.9,19.1,0.1,0.4,0.5,0.064,-4.4,-1.2,-5.5,-0.4,"Jeremy Tyler","2011",39
"4567","Career",NA,"","NBA","",104,1034,11.1,0.471,0.003,0.304,10.8,19.2,15,3.9,1.2,3.3,14.7,20.7,-0.5,0.8,0.3,0.014,-5.2,-1.9,-7,-1.3,"Jeremy Tyler","2011",39
"4568","2 seasons",NA,"GSW","NBA","",62,631,10,0.439,0.004,0.249,10.8,17.3,14.1,4.3,1.4,2.7,14,21.9,-0.7,0.4,-0.2,-0.019,-5.7,-2.3,-8,-1,"Jeremy Tyler","2011",39
"4569","1 season",NA,"NYK","NBA","",41,398,13,0.532,0,0.414,10.9,21.6,16.1,3.3,0.8,4.5,15.9,19.1,0.1,0.4,0.5,0.064,-4.4,-1.2,-5.5,-0.4,"Jeremy Tyler","2011",39
"4570","1 season",NA,"ATL","NBA","",1,5,8.5,NA,NA,NA,0,67.7,34.3,0,0,0,NA,0,0,0,0,0.122,-3.7,0.5,-3.2,0,"Jeremy Tyler","2011",39
"4571","2011-12",22,"MIL","NBA","PF",46,555,15.3,0.536,0.047,0.147,8.7,15.3,11.9,7.3,1.3,2.3,8.1,17.6,0.9,0.5,1.4,0.122,-0.3,0,-0.3,0.2,"Jon Leuer","2011",40
"4572","2012-13",23,"TOT","NBA","C,PF",28,187,10.4,0.485,0.058,0.25,7.9,15.5,11.6,6.8,1.7,0,12.2,15.9,0,0.2,0.2,0.057,-3.3,-0.7,-4,-0.1,"Jon Leuer","2011",40
"4573","2012-13",23,"CLE","NBA","C",9,91,3.3,0.359,0.107,0.214,6.1,10.7,8.3,8.5,1.1,0,14,17.5,-0.2,0,-0.2,-0.092,-6.5,-2.7,-9.3,-0.2,"Jon Leuer","2011",40
"4574","2012-13",23,"MEM","NBA","PF",19,96,17.2,0.628,0,0.292,9.7,20.1,14.8,5.3,2.3,0,10,14.4,0.2,0.2,0.4,0.198,-0.2,1.3,1,0.1,"Jon Leuer","2011",40
"4575","2013-14",24,"MEM","NBA","PF",49,642,17.6,0.566,0.199,0.191,6.8,22.4,14.6,5.2,1.5,1.7,9.2,21.1,1.1,0.9,2,0.149,1,0,1,0.5,"Jon Leuer","2011",40
"4576","2014-15",25,"MEM","NBA","PF",63,824,11.9,0.478,0.106,0.216,7,21.7,14.3,8.8,1.1,0.9,10.5,18.6,0.2,1.2,1.3,0.078,-2.5,-0.3,-2.8,-0.1,"Jon Leuer","2011",40
"4577","2015-16",26,"PHO","NBA","PF",67,1255,16.2,0.555,0.236,0.217,6.4,26.3,16.1,9.6,1.5,2,12.8,19.8,1.4,1.3,2.7,0.103,0.1,0,0,0.6,"Jon Leuer","2011",40
"4578","2016-17",27,"DET","NBA","PF",75,1944,14.2,0.551,0.259,0.175,5.5,17.5,11.3,8.6,0.8,1.1,8.7,17.3,2.5,2,4.5,0.112,-0.4,0.3,-0.1,1,"Jon Leuer","2011",40
"4579","2017-18",28,"DET","NBA","PF",8,136,8.9,0.505,0.083,0.417,5.6,20.7,13,5.3,0.4,2,14.1,16.1,0,0.1,0.1,0.05,-4.3,-0.3,-4.6,-0.1,"Jon Leuer","2011",40
"4580","2018-19",29,"DET","NBA","PF",41,402,13.2,0.616,0.097,0.274,7.1,19.8,13.2,5.5,1.5,0.8,15.4,16.1,0.4,0.5,0.9,0.11,-2.8,0.4,-2.5,0,"Jon Leuer","2011",40
"4581","Career",NA,"","NBA","",377,5945,14.5,0.544,0.188,0.201,6.5,20.4,13.3,8,1.2,1.4,10.5,18.3,6.4,6.8,13.2,0.107,-0.8,0.1,-0.7,2,"Jon Leuer","2011",40
"4582","3 seasons",NA,"MEM","NBA","",131,1562,14.6,0.525,0.144,0.208,7.1,21.9,14.5,7.1,1.3,1.2,9.9,19.4,1.4,2.3,3.7,0.114,-0.9,0,-1,0.4,"Jon Leuer","2011",40
"4583","3 seasons",NA,"DET","NBA","",124,2482,13.7,0.558,0.228,0.2,5.8,18,11.7,7.9,0.9,1.1,10,17.1,2.9,2.7,5.6,0.108,-1,0.3,-0.7,0.8,"Jon Leuer","2011",40
"4584","1 season",NA,"PHO","NBA","",67,1255,16.2,0.555,0.236,0.217,6.4,26.3,16.1,9.6,1.5,2,12.8,19.8,1.4,1.3,2.7,0.103,0.1,0,0,0.6,"Jon Leuer","2011",40
"4585","1 season",NA,"MIL","NBA","",46,555,15.3,0.536,0.047,0.147,8.7,15.3,11.9,7.3,1.3,2.3,8.1,17.6,0.9,0.5,1.4,0.122,-0.3,0,-0.3,0.2,"Jon Leuer","2011",40
"4586","1 season",NA,"CLE","NBA","",9,91,3.3,0.359,0.107,0.214,6.1,10.7,8.3,8.5,1.1,0,14,17.5,-0.2,0,-0.2,-0.092,-6.5,-2.7,-9.3,-0.2,"Jon Leuer","2011",40
"4587","2011-12",21,"LAL","NBA","PG",19,169,5.2,0.5,0.214,0.214,1.4,8.8,5.3,19.1,0.6,0,29.2,17.6,-0.2,0.1,-0.2,-0.045,-5.8,-2,-7.8,-0.2,"Darius Morris","2011",41
"4588","2012-13",22,"LAL","NBA","PG",48,683,8.1,0.475,0.351,0.197,4,5.2,4.6,16.8,1.6,0.2,18.1,16.2,-0.1,0.3,0.2,0.016,-3.3,-0.9,-4.2,-0.4,"Darius Morris","2011",41
"4589","2013-14",23,"TOT","NBA","PG",27,313,9.2,0.498,0.396,0.271,2.5,6.8,4.6,21.5,2.1,0,20.1,18.6,-0.1,0.2,0,0.006,-3.6,-0.9,-4.5,-0.2,"Darius Morris","2011",41
"4590","2013-14",23,"PHI","NBA","PG",12,193,11.9,0.544,0.358,0.313,1.6,5.8,3.6,25.4,2,0,19.9,20.9,0.1,0.1,0.1,0.027,-2.2,-1.6,-3.9,-0.1,"Darius Morris","2011",41
"4591","2013-14",23,"LAC","NBA","PG",10,54,1.5,0.324,0.538,0.154,0,9.9,5.1,12.5,1.9,0,12.6,13,-0.1,0.1,0,-0.041,-9.2,0.1,-9.1,-0.1,"Darius Morris","2011",41
"4592","2013-14",23,"MEM","NBA","PG",5,66,7.9,0.433,0.438,0.188,7.2,7.2,7.2,17.4,2.4,0,25.7,16.3,-0.1,0.1,0,-0.016,-2.9,0.4,-2.5,0,"Darius Morris","2011",41
"4593","2014-15",24,"BRK","NBA","PG",38,299,6.7,0.377,0.311,0.085,2.6,7.5,5.1,24.7,1.6,0,16,20,-0.5,0.1,-0.4,-0.068,-4.3,-2.1,-6.4,-0.3,"Darius Morris","2011",41
"4594","Career",NA,"","NBA","",132,1464,7.7,0.46,0.338,0.188,3.1,6.4,4.8,19.7,1.6,0.1,19.3,17.7,-1,0.7,-0.3,-0.01,-3.8,-1.3,-5.1,-1.2,"Darius Morris","2011",41
"4595","2 seasons",NA,"LAL","NBA","",67,852,7.5,0.48,0.326,0.2,3.5,5.9,4.7,17.3,1.4,0.2,20.4,16.5,-0.3,0.4,0.1,0.004,-3.8,-1.1,-4.9,-0.6,"Darius Morris","2011",41
"4596","1 season",NA,"BRK","NBA","",38,299,6.7,0.377,0.311,0.085,2.6,7.5,5.1,24.7,1.6,0,16,20,-0.5,0.1,-0.4,-0.068,-4.3,-2.1,-6.4,-0.3,"Darius Morris","2011",41
"4597","1 season",NA,"PHI","NBA","",12,193,11.9,0.544,0.358,0.313,1.6,5.8,3.6,25.4,2,0,19.9,20.9,0.1,0.1,0.1,0.027,-2.2,-1.6,-3.9,-0.1,"Darius Morris","2011",41
"4598","1 season",NA,"LAC","NBA","",10,54,1.5,0.324,0.538,0.154,0,9.9,5.1,12.5,1.9,0,12.6,13,-0.1,0.1,0,-0.041,-9.2,0.1,-9.1,-0.1,"Darius Morris","2011",41
"4599","1 season",NA,"MEM","NBA","",5,66,7.9,0.433,0.438,0.188,7.2,7.2,7.2,17.4,2.4,0,25.7,16.3,-0.1,0.1,0,-0.016,-2.9,0.4,-2.5,0,"Darius Morris","2011",41
"4600","2016-17",24,"SAS","NBA","PF",67,808,12.9,0.609,0.739,0.145,3.2,10.4,6.9,8.3,1.3,2.8,11.4,15.7,1.1,1.2,2.3,0.135,0.5,0.8,1.3,0.7,"Dāvis Bertāns","2011",42
"4601","2017-18",25,"SAS","NBA","PF",77,1086,14.1,0.588,0.689,0.134,1.8,13.9,7.8,10.3,1.2,2.1,8.5,17.4,1.6,1.4,3.1,0.135,1,0.6,1.6,1,"Dāvis Bertāns","2011",42
"4602","2018-19",26,"SAS","NBA","PF",76,1632,13,0.632,0.746,0.132,1.6,16,8.8,8.2,1,1.7,8.2,14.1,2.6,1.5,4,0.118,1.1,0.2,1.3,1.4,"Dāvis Bertāns","2011",42
"4603","2019-20",27,"WAS","NBA","PF",54,1583,15.5,0.628,0.774,0.2,2.3,15.1,8.5,8.4,1.1,1.8,8.2,19,3,0.5,3.5,0.107,2.7,-1.8,0.9,1.1,"Dāvis Bertāns","2011",42
"4604","2020-21",28,"WAS","NBA","PF",57,1464,11.4,0.62,0.895,0.241,1.3,10.8,6.1,4.4,1,0.7,5.9,15.9,2.1,1,3.1,0.101,0.3,-1.1,-0.8,0.4,"Dāvis Bertāns","2011",42
"4605","2021-22",29,"TOT","NBA","PF",56,807,9.4,0.531,0.836,0.145,1.7,14.3,8,5.5,1,1.3,6.1,17.3,0.2,0.7,0.9,0.053,-1.7,-0.9,-2.6,-0.1,"Dāvis Bertāns","2011",42
"4606","2021-22",29,"WAS","NBA","PF",34,501,8.3,0.527,0.842,0.175,1.3,12,6.7,4.4,1.1,1,7.1,17.6,0,0.3,0.3,0.025,-2.5,-1.3,-3.8,-0.2,"Dāvis Bertāns","2011",42
"4607","2021-22",29,"DAL","NBA","PF",22,306,11.2,0.54,0.827,0.096,2.2,18.2,10.2,7.1,1,1.8,4.4,16.7,0.2,0.4,0.6,0.098,-0.4,-0.3,-0.7,0.1,"Dāvis Bertāns","2011",42
"4608","Career",NA,"","NBA","",387,7380,13,0.608,0.784,0.174,1.9,13.7,7.8,7.5,1.1,1.7,7.9,16.5,10.6,6.3,16.8,0.11,0.9,-0.5,0.4,4.5,"Dāvis Bertāns","2011",42
"4609","3 seasons",NA,"SAS","NBA","",220,3526,13.3,0.612,0.725,0.136,2,14,8.1,8.8,1.1,2.1,9,15.5,5.3,4.1,9.3,0.127,0.9,0.5,1.4,3,"Dāvis Bertāns","2011",42
"4610","3 seasons",NA,"WAS","NBA","",145,3548,12.8,0.611,0.829,0.212,1.8,12.9,7.2,6.2,1.1,1.3,7.2,17.5,5.1,1.8,6.9,0.093,0.9,-1.4,-0.5,1.4,"Dāvis Bertāns","2011",42
"4611","1 season",NA,"DAL","NBA","",22,306,11.2,0.54,0.827,0.096,2.2,18.2,10.2,7.1,1,1.8,4.4,16.7,0.2,0.4,0.6,0.098,-0.4,-0.3,-0.7,0.1,"Dāvis Bertāns","2011",42
"4612","2011-12",21,"MIN","NBA","SG",19,243,9.3,0.466,0.169,0.288,4.1,7.8,5.9,19.8,1.7,1.2,20.4,15.3,0,0.1,0.1,0.024,-3.5,-0.3,-3.8,-0.1,"Malcolm Lee","2011",43
"4613","2012-13",22,"MIN","NBA","SG",16,289,9.8,0.46,0.316,0.263,5.8,9.8,7.7,10.7,2.1,1.6,10.5,14.7,0.1,0.3,0.4,0.059,-2.4,1.1,-1.3,0,"Malcolm Lee","2011",43
"4614","2014-15",24,"PHI","NBA","SG",1,2,-19.7,0,0,0,0,0,0,0,0,0,0,21.8,0,0,0,-0.527,-18,-9.7,-27.6,0,"Malcolm Lee","2011",43
"4615","Career",NA,"","NBA","",36,534,9.5,0.46,0.25,0.272,5,8.9,6.9,14.8,1.9,1.4,15.1,15,0,0.4,0.4,0.04,-3,0.4,-2.5,-0.1,"Malcolm Lee","2011",43
"4616","2 seasons",NA,"MIN","NBA","",35,532,9.6,0.463,0.252,0.274,5,8.9,6.9,14.9,1.9,1.4,15.1,15,0,0.4,0.5,0.043,-2.9,0.5,-2.5,-0.1,"Malcolm Lee","2011",43
"4617","1 season",NA,"PHI","NBA","",1,2,-19.7,0,0,0,0,0,0,0,0,0,0,21.8,0,0,0,-0.527,-18,-9.7,-27.6,0,"Malcolm Lee","2011",43
"4618","2011-12",22,"GSW","NBA","PG",51,893,12.4,0.482,0.069,0.134,1,7.6,4.3,29.9,1.9,0.5,16.3,19,0.4,0.1,0.5,0.028,-2.7,-1.5,-4.2,-0.5,"Charles Jenkins","2011",44
"4619","2012-13",23,"TOT","NBA","PG,SG",59,441,7.5,0.425,0.017,0.182,2,6,4,14.8,1.8,0.4,13.8,15.5,-0.3,0.3,0,-0.005,-4.6,-0.4,-4.9,-0.3,"Charles Jenkins","2011",44
"4620","2012-13",23,"GSW","NBA","SG",47,291,6.9,0.445,0.024,0.217,2,5.9,4,14.4,1.6,0.3,17.3,16.9,-0.3,0.2,-0.1,-0.018,-4.8,-0.7,-5.4,-0.3,"Charles Jenkins","2011",44
"4621","2012-13",23,"PHI","NBA","PG",12,150,8.6,0.377,0,0.105,2.2,6.2,4.1,15.7,2.1,0.5,4.8,12.8,0,0.1,0.1,0.021,-4.2,0.2,-4,-0.1,"Charles Jenkins","2011",44
"4622","Career",NA,"","NBA","",110,1334,10.7,0.465,0.053,0.148,1.4,7.1,4.2,24.9,1.9,0.5,15.6,17.9,0,0.4,0.5,0.017,-3.3,-1.1,-4.5,-0.8,"Charles Jenkins","2011",44
"4623","2 seasons",NA,"GSW","NBA","",98,1184,11,0.474,0.059,0.152,1.2,7.2,4.2,26.1,1.8,0.5,16.5,18.5,0.1,0.3,0.4,0.017,-3.2,-1.3,-4.5,-0.8,"Charles Jenkins","2011",44
"4624","1 season",NA,"PHI","NBA","",12,150,8.6,0.377,0,0.105,2.2,6.2,4.1,15.7,2.1,0.5,4.8,12.8,0,0.1,0.1,0.021,-4.2,0.2,-4,-0.1,"Charles Jenkins","2011",44
"4625","2011-12",22,"NYK","NBA","PF",37,540,13.7,0.505,0.396,0.174,10,21,15.4,3.3,2.2,3,11.1,15,0.4,1,1.4,0.127,-0.5,0.6,0.1,0.3,"Josh Harrellson","2011",45
"4626","2012-13",23,"MIA","NBA","C",6,31,8.5,0.506,0.556,0.222,12.6,15,13.9,0,1.7,2.6,23.3,19.9,0,0,0,0.002,-4.5,-1.4,-5.9,0,"Josh Harrellson","2011",45
"4627","2013-14",24,"DET","NBA","C",32,317,13.4,0.547,0.378,0.085,9.8,16.7,13.1,6.9,1,3.8,10.5,12.8,0.5,0.2,0.7,0.108,-0.8,0.1,-0.7,0.1,"Josh Harrellson","2011",45
"4628","Career",NA,"","NBA","",75,888,13.4,0.519,0.396,0.146,10,19.2,14.5,4.4,1.7,3.2,11.4,14.4,0.9,1.3,2.1,0.116,-0.7,0.3,-0.4,0.4,"Josh Harrellson","2011",45
"4629","1 season",NA,"NYK","NBA","",37,540,13.7,0.505,0.396,0.174,10,21,15.4,3.3,2.2,3,11.1,15,0.4,1,1.4,0.127,-0.5,0.6,0.1,0.3,"Josh Harrellson","2011",45
"4630","1 season",NA,"DET","NBA","",32,317,13.4,0.547,0.378,0.085,9.8,16.7,13.1,6.9,1,3.8,10.5,12.8,0.5,0.2,0.7,0.108,-0.8,0.1,-0.7,0.1,"Josh Harrellson","2011",45
"4631","1 season",NA,"MIA","NBA","",6,31,8.5,0.506,0.556,0.222,12.6,15,13.9,0,1.7,2.6,23.3,19.9,0,0,0,0.002,-4.5,-1.4,-5.9,0,"Josh Harrellson","2011",45
"4632","2011-12",23,"LAL","NBA","SG",40,419,8.4,0.488,0.431,0.069,1.4,6.6,4.1,8,0.5,0,10.5,21.9,0,0.1,0.1,0.011,-2.6,-2.4,-5,-0.3,"Andrew Goudelock","2011",46
"4633","2012-13",24,"LAL","NBA","SG",1,6,-6.4,0,0,0,18.9,0,9.2,0,0,0,0,14.8,0,0,0,-0.264,-9.7,-6.2,-15.9,0,"Andrew Goudelock","2011",46
