"","Season","Player","DraftPos","Tm","YrsPlayed","G","MP","TSPerc","ASTPerc","DraftYear","PER","WS","VORP","BPM"
"1486","2014-15","LeBron James",1,"CLE",12,69,2493,0.577,38.6,2003,25.9,10.4,5.7,7.1
"1487","2015-16","LeBron James",1,"CLE",13,76,2709,0.588,36,2003,27.5,13.6,7.5,9
"1488","2016-17","LeBron James",1,"CLE",14,74,2794,0.619,41.3,2003,27,12.9,6.7,7.6
"1489","2017-18","LeBron James",1,"CLE",15,82,3026,0.621,44.4,2003,28.6,14,8.2,8.7
"1490","2018-19","LeBron James",1,"LAL",16,55,1937,0.588,39.4,2003,25.6,7.2,4.9,8
"1491","2003-04","Carmelo Anthony",3,"DEN",1,82,2995,0.509,13.8,2003,17.6,6.1,1.6,0.1
"1492","2004-05","Carmelo Anthony",3,"DEN",2,75,2608,0.526,13.1,2003,16.7,4.9,0.5,-1.2
"1493","2005-06","Carmelo Anthony",3,"DEN",3,80,2941,0.563,14.3,2003,22,9.4,3.5,2.7
"1494","2006-07","Carmelo Anthony",3,"DEN",4,65,2486,0.552,19.2,2003,22.1,7.3,2.5,1.9
"1495","2007-08","Carmelo Anthony",3,"DEN",5,77,2806,0.568,16.1,2003,21.1,8.2,2.5,1.6
"1496","2008-09","Carmelo Anthony",3,"DEN",6,66,2277,0.532,18.1,2003,19,5,1.5,0.5
"1497","2009-10","Carmelo Anthony",3,"DEN",7,69,2634,0.548,15.9,2003,22.2,7.9,2.9,2.3
"1498","2010-11","Carmelo Anthony",3,"TOT",8,77,2751,0.557,14.7,2003,21.7,7.9,2.7,1.9
"1499","2010-11","Carmelo Anthony",3,"DEN",8,50,1774,0.547,14.3,2003,21.2,4.7,1.5,1.4
"1500","2010-11","Carmelo Anthony",3,"NYK",8,27,977,0.575,15.3,2003,22.8,3.2,1.2,2.9
"1501","2011-12","Carmelo Anthony",3,"NYK",9,55,1876,0.525,21,2003,21.1,6.2,2.7,3.6
"1502","2012-13","Carmelo Anthony",3,"NYK",10,67,2482,0.56,14.1,2003,24.8,9.5,3.9,4.3
"1503","2013-14","Carmelo Anthony",3,"NYK",11,77,2982,0.561,15.8,2003,24.4,10.7,5.3,5
"1504","2014-15","Carmelo Anthony",3,"NYK",12,40,1428,0.531,18,2003,21.5,2.9,1.8,3
"1505","2015-16","Carmelo Anthony",3,"NYK",13,72,2530,0.53,21.9,2003,20.3,6.4,3.4,3.3
"1506","2016-17","Carmelo Anthony",3,"NYK",14,74,2538,0.535,14.5,2003,17.9,4.7,1.7,0.7
"1507","2017-18","Carmelo Anthony",3,"OKC",15,78,2501,0.503,6.5,2003,12.7,3.7,0,-1.9
"1508","2018-19","Carmelo Anthony",3,"HOU",16,10,294,0.513,2.6,2003,10.9,0.3,-0.1,-2.7
"1509","2020-21","Aaron Gordon",4,"ORL",6,35.5484747124242,841.723044633317,0.527159152782587,15.3404572926288,2014,21.67,5.1,1.33,1.01
"1510","2021-22","Aaron Gordon",4,"ORL",7,53.360888676667,1672.91094351916,0.542636181275102,15.1652802602123,2014,23.2,6.61,2.36,0.77
"1511","2022-23","Aaron Gordon",4,"ORL",8,52.8115145648395,1682.58741841352,0.54650843221649,15.6783877177872,2014,24.29,7.81,2.3,0.92
"1512","2023-24","Aaron Gordon",4,"ORL",9,52.2130749135053,1691.29642016532,0.550275907496496,16.1826575362232,2014,24.28,9.37,2.55,0.83
"1513","2020-21","Aaron Holiday",23,"IND",2,45.23891414918,407.342210108479,0.626862479948371,7.3952445968392,2018,18.25,3.97,0.88,-0.94
"1514","2021-22","Aaron Holiday",23,"IND",3,43.1181398731115,954.589523537224,0.484709430811399,4.0351915613817,2018,18.25,3.97,0.59,-1.56
"1515","2022-23","Aaron Holiday",23,"IND",4,42.0819060002508,949.46760092203,0.487162100705754,4.76472666293152,2018,19.54,4.19,0.7,-1.56
"1516","2023-24","Aaron Holiday",23,"IND",5,41.0959053734016,946.106958957098,0.489720018510783,5.45224713979414,2018,20.71,4.32,0.95,-0.85
"1517","2020-21","Abdel Nader",58,"OKC",4,61.5883566294667,1071.47032280468,0.519232777944935,23.6204295451949,2016,22.44,4.98,0.93,-0.07
"1518","2021-22","Abdel Nader",58,"OKC",5,75.2327900709069,1054.71267182817,0.566236357966909,-0.315460263994753,2016,20.36,4.14,0.62,-0.57
"1519","2022-23","Abdel Nader",58,"OKC",6,73.4379835233642,1035.43175011332,0.567919063336567,0.281109717284272,2016,21.97,5.51,0.91,-0.3
"1520","2023-24","Abdel Nader",58,"OKC",7,71.7630984244165,1019.15008341482,0.569766516292847,0.857892539886605,2016,21.52,5.48,1.05,-0.52
"1521","2020-21","Al Horford",3,"BOS",13,53.6056197778744,1788.84693997771,0.601914865785478,9.38876825736886,2007,21.38,7.94,3.22,3.33
"1522","2021-22","Al Horford",3,"BOS",14,54.8359671001352,2307.71532045943,0.557196739163987,27.8681315270459,2007,22.06,8.39,3.51,4.06
"1523","2022-23","Al Horford",3,"BOS",15,54.2810950317341,2318.63459642238,0.561365490204226,28.1993132615968,2007,21.86,8.56,3.28,3.77
"1524","2023-24","Al Horford",3,"BOS",16,53.6872717478765,2329.30924516248,0.565390097355503,28.5631645833154,2007,21.81,9.47,3.62,3.92
"1525","2020-21","Alec Burks",12,"SAC",9,65.631308066439,2052.84213037932,0.572914777917404,19.1661898831772,2011,23.52,5.52,1.95,1.38
"1526","2021-22","Alec Burks",12,"SAC",10,3.8346341189483,-502.346087122995,0.474071540523912,17.9491398373892,2011,14.97,1.16,0.1,-1.48
"1527","2022-23","Alec Burks",12,"SAC",11,3.81249157080116,-477.25064324099,0.477072126067259,18.3982215773813,2011,15.26,1.12,0.08,-1.25
"1528","2023-24","Alec Burks",12,"SAC",12,3.67641222780909,-454.448022658953,0.480050518249976,18.8549933197186,2011,17.41,2.15,0.33,-1.39
"1529","2020-21","Alex Len",5,"ATL",7,94.2119338878422,3006.34311910601,0.590785926034969,3.21731009892829,2013,23.56,8.43,2.4,1.4
"1530","2021-22","Alex Len",5,"ATL",8,85.5022055634511,2480.61611966463,0.57697433328651,30.0660472824039,2013,26.37,10.02,3.37,1.47
"1531","2022-23","Alex Len",5,"ATL",9,84.5553282123581,2482.34865303415,0.580677759569427,30.4007616325705,2013,25.37,9.83,2.59,1.48
"1532","2023-24","Alex Len",5,"ATL",10,83.5974018602451,2483.62539539344,0.584319401670548,30.7489940607823,2013,25.95,10.78,2.77,1.59
"1533","2020-21","Alize Johnson",50,"IND",2,17.1684649156574,-311.037613005386,0.538790483553637,10.0327130164777,2018,15.86,1.18,0.25,-2.88
"1534","2021-22","Alize Johnson",50,"IND",3,24.2666231140456,-295.990697142743,0.438001893537526,16.3497393799723,2018,15.49,1.15,0.24,-3.41
"1535","2022-23","Alize Johnson",50,"IND",4,23.2675699937697,-300.603970872181,0.439081197351052,17.0726955523725,2018,15.34,1.06,0.3,-1.77
"1536","2023-24","Alize Johnson",50,"IND",5,22.306113890127,-303.600972462787,0.440418190905499,17.7541055194941,2018,14.77,1.65,0.33,-2.1
"1537","2020-21","Andre Drummond",9,"DET",8,49.7003491652377,1721.95383149468,0.560494721837272,20.5818746024004,2012,23.8,6.84,2.18,2.15
"1538","2021-22","Andre Drummond",9,"DET",9,81.3227111602895,2955.07095672563,0.573282617652231,25.3318069267059,2012,27.11,9.34,2.8,1.77
"1539","2022-23","Andre Drummond",9,"DET",10,80.4426059460731,2952.0949090893,0.577191423714869,25.7355112048411,2012,27.47,11.15,3.17,1.9
"1540","2023-24","Andre Drummond",9,"DET",11,79.5256120408328,2948.76371834935,0.580992393695597,26.1467972488927,2012,27.68,11.39,3.17,1.71
"1541","2020-21","Andre Iguodala",9,"GSW",16,56.8634361340926,2210.15323485934,0.56964663850261,27.9217594859824,2004,19.43,5.96,2.14,1.87
"1542","2021-22","Andre Iguodala",9,"GSW",17,91.6991498146577,3652.23603972731,0.510189951371626,25.5320822430433,2004,21.11,8.14,3.44,3.03
"1543","2022-23","Andre Iguodala",9,"GSW",18,90.564224954317,3650.87256711997,0.513548172997545,25.7643800336717,2004,22.59,9.38,3.44,3.1
"1544","2023-24","Andre Iguodala",9,"GSW",19,89.4519718867285,3650.53484813346,0.516857690075485,26.0542066278943,2004,22.39,9.94,3.44,3.03
"1545","2020-21","Andrew Wiggins",1,"MIN",6,72.1637910201463,2485.30045631508,0.582750647945979,15.6930651544621,2014,28.07,8.81,2.52,0.69
"1546","2021-22","Andrew Wiggins",1,"MIN",7,63.3100087722179,1494.95952590703,0.511986180830169,8.01925681363623,2014,24.34,6.8,0.72,-1.36
"1547","2022-23","Andrew Wiggins",1,"MIN",8,62.6705096503044,1505.65053859989,0.515212040126939,8.45734916700984,2014,26.56,7.31,1,-1.36
"1548","2023-24","Andrew Wiggins",1,"MIN",9,61.9982642222469,1515.38987720712,0.518435986015565,8.89693479901416,2014,27.09,8.79,2.42,0.17
"1549","2020-21","Anfernee Simons",24,"POR",2,38.0380085555264,4.95228434790135,0.393094234238739,11.830060237222,2018,12.37,0.72,-2.22044604925031e-17,-3.26
"1550","2021-22","Anfernee Simons",24,"POR",3,56.9019331640137,1243.14435449935,0.491801224602202,18.6336775300436,2018,22.58,4.41,0.6,-1.09
"1551","2022-23","Anfernee Simons",24,"POR",4,55.9499987515139,1241.85565222624,0.494251887284235,19.2640730688205,2018,23.3,5.3,0.82,-0.28
"1552","2023-24","Anfernee Simons",24,"POR",5,54.9988148882321,1240.56573362174,0.496795928197706,19.8619290737353,2018,26.01,7,1.12,0.19
"1553","2020-21","Anthony Davis",1,"NOP",8,88.0358286093126,3484.70460752665,0.59192834758434,26.7612233109115,2012,27.94,12.63,5.99,6.48
"1554","2021-22","Anthony Davis",1,"NOP",9,69.0386393665817,2196.76744902206,0.682666918106836,24.8993187186948,2012,27.81,11.34,5.17,6.43
"1555","2022-23","Anthony Davis",1,"NOP",10,68.3113175102798,2202.75173565042,0.687657597366295,25.2556922689158,2012,27.95,11.97,5.27,6.43
"1556","2023-24","Anthony Davis",1,"NOP",11,67.5753083435014,2208.85890565718,0.692433843092303,25.622160894766,2012,28.38,11.61,4.79,5.47
"1557","2020-21","Austin Rivers",10,"HOU",8,59.5501490213852,1653.49028064421,0.536082757965631,7.46973182148677,2012,24.8,10.81,2.73,1.9
"1558","2021-22","Austin Rivers",10,"HOU",9,64.1335758787174,2069.83288642093,0.405606627223231,3.32526763794817,2012,24.8,10.81,2.69,1.5
"1559","2022-23","Austin Rivers",10,"HOU",10,63.2846642979133,2074.64766187401,0.408098109183168,3.8554028987452,2012,27.18,10.81,3.54,3.51
"1560","2023-24","Austin Rivers",10,"HOU",11,62.4207999592367,2079.14853002732,0.41064073116851,4.38833992701579,2012,27.21,12.16,4.11,4.28
"1561","2020-21","Avery Bradley",19,"MEM",10,28.2595825377198,1018.42708354254,0.725125313964581,2.88705003524093,2010,16.29,2.38,0.21,-2.28
"1562","2021-22","Avery Bradley",19,"MEM",11,51.1582474444569,1402.71809639978,0.555379945627738,6.61446659431731,2010,13.47,2.14,0.17,-2.55
"1563","2022-23","Avery Bradley",19,"MEM",12,50.3420857986135,1408.05458476728,0.558826996787572,7.05936648001289,2010,18.23,2.66,0.11,-1.5
"1564","2023-24","Avery Bradley",19,"MEM",13,49.5063143164011,1413.22092104627,0.562200667255975,7.51636352315282,2010,17.82,3.11,0.28,-1.57
"1565","2020-21","Bam Adebayo",14,"MIA",3,55.0327433245555,632.348037904312,0.448375232956625,9.70141422305596,2017,16.88,2.72,0.59,-0.16
"1566","2021-22","Bam Adebayo",14,"MIA",4,50.7257532979722,877.354635763083,0.47663482236377,-1.82928859329177,2017,15.31,2.55,0.46,0.31
"1567","2022-23","Bam Adebayo",14,"MIA",5,49.9121688441945,880.4374574687,0.479208758946929,-1.22308428712276,2017,15.35,2.65,0.47,-0.33
"1568","2023-24","Bam Adebayo",14,"MIA",6,49.0954280785768,883.586825764036,0.481850414963248,-0.641607595668447,2017,17.26,2.96,0.54,-0.12
"1569","2020-21","Ben McLemore",7,"SAC",7,24.1507450857481,642.984156298618,0.510015668046434,20.2689433423342,2013,18,2.78,0.46,-1.15
"1570","2021-22","Ben McLemore",7,"SAC",8,58.5041688007221,2493.01151105249,0.62100662637635,33.1040612299776,2013,28.34,10.7,2.6,1.93
"1571","2022-23","Ben McLemore",7,"SAC",9,57.898721730455,2496.95484540255,0.625578640926576,33.6093442933942,2013,28.64,12.74,4.55,3.36
"1572","2023-24","Ben McLemore",7,"SAC",10,57.2464051750604,2500.39207005384,0.629985128124136,34.1043074038311,2013,29.5,13.59,6.25,6.21
"1573","2020-21","Bismack Biyombo",7,"CHO",9,72.2143123602509,2340.85520538097,0.568270294545873,15.7628593120535,2011,26.27,9.34,2.25,0.48
"1574","2021-22","Bismack Biyombo",7,"CHO",10,73.2890524450957,1845.69549548522,0.545081921499996,11.3350880519208,2011,21.9,6.89,0.68,-1.17
"1575","2022-23","Bismack Biyombo",7,"CHO",11,72.567789864358,1854.01035157454,0.548339885755827,11.6524962472414,2011,23.97,7.87,0.68,-1.38
"1576","2023-24","Bismack Biyombo",7,"CHO",12,71.8145310262582,1861.55153456347,0.551588486775276,11.9922283465266,2011,24.07,8.58,1.2,-1.17
"1577","2020-21","Blake Griffin",1,"DET",11,82.3220147946254,2855.72815152244,0.553589726528918,17.9111030766537,2009,24.51,9.71,3.66,3.71
"1578","2021-22","Blake Griffin",1,"DET",12,86.5901429614495,2519.55435106461,0.539800456906813,21.6252652151747,2009,24.16,9.24,3.56,3.63
"1579","2022-23","Blake Griffin",1,"DET",13,85.6444561450808,2528.37668931814,0.543629263116212,21.8753967667693,2009,24.29,9.48,3.56,3.6
"1580","2023-24","Blake Griffin",1,"DET",14,84.6831302236791,2536.21439010921,0.547325551918195,22.1659911895283,2009,24.51,9.67,3.46,3.49
"1581","2020-21","Bobby Portis",22,"WAS",5,59.2717912600972,1617.94990027621,0.586620740602741,33.7968803341612,2015,24.64,4.86,1.56,0.89
"1582","2021-22","Bobby Portis",22,"WAS",6,97.5787883746194,2749.87882555125,0.595648392906956,3.38757336487165,2015,24.22,4.8,1.21,-0.16
"1583","2022-23","Bobby Portis",22,"WAS",7,96.2626340297599,2739.48859952605,0.598741072839437,3.8837614673842,2015,24.86,5.93,1.77,0.56
"1584","2023-24","Bobby Portis",22,"WAS",8,94.9943243211897,2730.27717551694,0.601879250420932,4.36898785361566,2015,25.54,7.72,2.06,1.23
"1585","2020-21","Bogdan Bogdanović",27,"SAC",6,76.6194717477007,1741.6415637979,0.519010740920548,28.0972330024493,2014,21.43,4.83,1.11,0.1
"1586","2021-22","Bogdan Bogdanović",27,"SAC",7,60.467572431203,1805.62228365469,0.500579080389956,16.9899792006424,2014,18.23,4.09,1.13,0.4
"1587","2022-23","Bogdan Bogdanović",27,"SAC",8,59.3990558865963,1797.93555984522,0.503363593240798,17.5393891795022,2014,20.88,4.29,1.13,0.31
"1588","2023-24","Bogdan Bogdanović",27,"SAC",9,58.3581040098345,1791.82379018546,0.506166077267792,18.0786720171483,2014,20.31,5.23,1.13,0.31
"1589","2020-21","Bojan Bogdanović",31,"IND",9,46.9558268742181,1459.15043920754,0.488075012175847,15.7673347583532,2011,21.05,5.35,1.05,0.25
"1590","2021-22","Bojan Bogdanović",31,"IND",10,31.1356764165736,1328.87584540449,0.542974168085317,11.7036353686098,2011,20.46,5.04,0.93,-0.02
"1591","2022-23","Bojan Bogdanović",31,"IND",11,30.585105681862,1330.8484474721,0.54615550708667,12.2951495284386,2011,20.75,4.81,0.86,-0.45
"1592","2023-24","Bojan Bogdanović",31,"IND",12,29.9803063104194,1332.88269962275,0.54931895824641,12.8744509227752,2011,21.44,4.45,0.93,-0.39
"1593","2020-21","Bradley Beal",3,"WAS",8,79.8915675746633,2197.36787394952,0.609837838121917,20.4130345527046,2012,25.32,7.77,3.1,3.25
"1594","2021-22","Bradley Beal",3,"WAS",9,65.5908627574272,2015.42302916451,0.559102549858246,25.503481870259,2012,23.64,7.11,3.01,3.33
"1595","2022-23","Bradley Beal",3,"WAS",10,65.1744631621247,2028.93230020888,0.562977224405536,25.8639356431655,2012,24.87,8.77,3.01,3.33
"1596","2023-24","Bradley Beal",3,"WAS",11,64.6822124189437,2040.82104232301,0.566755675025066,26.236785920355,2012,25.3,9.33,3.11,3.33
"1597","2020-21","Brandon Ingram",2,"LAL",4,61.4815640294258,1514.05246444707,0.537930279072694,2.27083716790425,2016,22.82,6.96,2.15,1.39
"1598","2021-22","Brandon Ingram",2,"LAL",5,49.560837531021,1590.6390761941,0.582326534427756,27.856937899388,2016,23.23,8.37,2.53,2.65
"1599","2022-23","Brandon Ingram",2,"LAL",6,49.1334403885993,1597.49538639811,0.58645879475921,28.3612100368974,2016,25.44,9.15,2.92,2.65
"1600","2023-24","Brandon Ingram",2,"LAL",7,48.6432929356177,1603.55580682336,0.590480455002082,28.8470707254256,2016,25.12,8.92,2.36,2.11
"1601","2020-21","Brook Lopez",10,"MIL",12,58.9245417720349,2293.16016644295,0.535090948511001,39.0592549354389,2008,29.27,12.73,4.98,4.6
"1602","2021-22","Brook Lopez",10,"MIL",13,50.0244327230391,1590.04795506186,0.598682983662696,16.2006950077331,2008,24.13,9.24,1.88,2.04
"1603","2022-23","Brook Lopez",10,"MIL",14,49.8799838565435,1608.03003025315,0.602736929776426,16.493733217865,2008,25.25,9.24,1.88,2.04
"1604","2023-24","Brook Lopez",10,"MIL",15,49.6156760063553,1623.90572153189,0.606662816814904,16.8151322502905,2008,25,10.64,2.55,1.75
"1605","2020-21","Bruce Brown",42,"DET",2,30.1645931765236,114.363852393496,0.518903204571851,-2.11597246778473,2018,17.33,1.29,0,-1.94
"1606","2021-22","Bruce Brown",42,"DET",3,29.970210278502,401.829912957791,0.520554874532424,7.79441489000822,2018,17.33,2.23,-0.01,-2.09
"1607","2022-23","Bruce Brown",42,"DET",4,29.1239220850039,398.07433003134,0.522834715641676,8.55757836891764,2018,17.34,3.6,0.26,-1.69
"1608","2023-24","Bruce Brown",42,"DET",5,28.299988106473,395.830948168731,0.525242369052098,9.27043725415462,2018,18.33,3.71,0.12,-1.69
"1609","2020-21","Buddy Hield",6,"SAC",4,27.6332588041679,479.905311257958,0.464553794412904,18.6824614235559,2016,16.7,1.48,0.24,-1.18
"1610","2021-22","Buddy Hield",6,"SAC",5,32.9799927830461,400.2333044865,0.51435767865346,27.2877338465103,2016,17.4,2.18,0.38,-1.27
"1611","2022-23","Buddy Hield",6,"SAC",6,32.7741464909199,419.494101906569,0.51779477569994,27.77687386273,2016,19.6,3.42,0.53,-0.88
"1612","2023-24","Buddy Hield",6,"SAC",7,32.4765734998835,436.630291074388,0.521177876139939,28.25309128126,2016,22.32,5.68,1.06,-0.82
"1613","2020-21","Cameron Payne",14,"CLE",5,59.8340748212534,1676.20183102984,0.550879648325104,30.4257530801045,2015,22.62,5.8,2.22,1.01
"1614","2021-22","Cameron Payne",14,"CLE",6,58.4417744961758,1506.83406554189,0.589691719764502,16.2316663744852,2015,19.56,4.62,0.9,0.38
"1615","2022-23","Cameron Payne",14,"CLE",7,57.5808753223274,1511.65453708768,0.593502242323256,16.7690739629023,2015,21.92,5.82,0.94,0.43
"1616","2023-24","Cameron Payne",14,"CLE",8,56.73077757611,1516.72154727564,0.597231296551781,17.2921599777674,2015,22.8,5.82,1.29,0.43
"1617","2020-21","Caris LeVert",20,"BRK",4,5.262755074072,-318.203027446441,0.508822088030899,32.9816617162965,2016,18.57,2.88,0.85,0.00999999999999997
"1618","2021-22","Caris LeVert",20,"BRK",5,47.2415272903898,1356.34935206942,0.534471926085287,21.5396967676496,2016,18.84,3.53,0.57,-0.56
"1619","2022-23","Caris LeVert",20,"BRK",6,46.5416207329667,1356.90240242964,0.537564793056185,22.1302387836832,2016,19.66,3.53,0.57,-0.56
"1620","2023-24","Caris LeVert",20,"BRK",7,45.8451122872716,1358.49647610411,0.540690283600731,22.6955497352369,2016,20.09,3.53,0.57,-0.56
"1621","2020-21","Carmelo Anthony",3,"HOU",17,58.1462562109416,2443.17563134625,0.593080373002109,32.3713262218923,2003,27.51,11.98,4.61,4.95
"1622","2021-22","Carmelo Anthony",3,"HOU",18,40.0459588701559,1903.9145757502,0.706950516863947,15.6035518339835,2003,24.09,8.16,3.08,2.48
"1623","2022-23","Carmelo Anthony",3,"HOU",19,39.9092084858035,1925.91618595747,0.71251337217533,15.8497643163336,2003,24.45,8.25,3.46,2.77
"1624","2023-24","Carmelo Anthony",3,"HOU",20,39.6355587676015,1945.18220252382,0.717735842462785,16.1421359551613,2003,25.35,9.49,3.36,2.66
"1625","2020-21","Cedi Osman",31,"CLE",5,84.4954278149638,2353.06806322648,0.578733598598501,19.1671360412881,2015,22.33,6.37,2.31,1.68
"1626","2021-22","Cedi Osman",31,"CLE",6,54.6568053703809,1391.75836204496,0.589292521945897,5.16502748255755,2015,17.8,2.81,0.43,-0.53
"1627","2022-23","Cedi Osman",31,"CLE",7,53.7486499496429,1389.40795789909,0.592472367280091,5.77281625992557,2015,17.83,3.19,0.34,-0.53
"1628","2023-24","Cedi Osman",31,"CLE",8,52.8409181861148,1387.62147266789,0.595656987964191,6.35573080305091,2015,20.67,2.9,0.34,-0.4
"1629","2020-21","Chandler Hutchison",22,"CHI",2,91.1998626822146,1270.6268735571,0.568131320364119,-4.55282938444555,2018,21.33,4.93,0.62,-1.45
"1630","2021-22","Chandler Hutchison",22,"CHI",3,39.9950094467949,443.540535197148,0.461012914175076,15.3168350977637,2018,18.45,1.88,0.24,-1.77
"1631","2022-23","Chandler Hutchison",22,"CHI",4,39.0665745607615,445.131688912992,0.463278541048964,15.9639590528663,2018,20.99,1.74,0.35,-0.6
"1632","2023-24","Chandler Hutchison",22,"CHI",5,38.1666256244821,447.513853499135,0.465652327322696,16.5798143363547,2018,19.55,2.07,0.46,-0.74
"1633","2020-21","Chimezie Metu",49,"SAS",2,54.1664435858275,728.74867310314,0.431192810473349,3.22493726805885,2018,11.45,1.26,0.02,-3.12
"1634","2021-22","Chimezie Metu",49,"SAS",3,52.0788311352618,1012.21021054976,0.531281896220827,17.5077652482932,2018,16.31,2.32,0.16,-2.1
"1635","2022-23","Chimezie Metu",49,"SAS",4,50.6924273892211,994.61572291868,0.533217739299276,18.2072215950012,2018,17.19,3.84,0.38,-1.46
"1636","2023-24","Chimezie Metu",49,"SAS",5,49.3868449624169,979.850650173905,0.535325194234727,18.8648213132809,2018,19.04,3.86,0.78,-2
"1637","2020-21","Chris Paul",4,"HOU",15,46.8663607701821,2181.80126853942,0.641859924480459,33.2852026694253,2005,26.71,12.12,5.28,7.23
"1638","2021-22","Chris Paul",4,"HOU",16,90.7186135943523,3613.32693660636,0.599504517311855,19.7844791485652,2005,26.46,14.11,5.91,7.41
"1639","2022-23","Chris Paul",4,"HOU",17,89.9096662425449,3618.67777119414,0.603977505242188,20.0163815424885,2005,27.34,14.58,6.59,7.95
"1640","2023-24","Chris Paul",4,"HOU",18,89.0510163154318,3623.18242788347,0.60824455710867,20.2981341832855,2005,27.6,15.09,6.9,7.59
"1641","2020-21","CJ McCollum",10,"POR",7,30.0828618028175,818.025436834826,0.551303604465295,11.777568685131,2013,24.64,4.56,1.14,1
"1642","2021-22","CJ McCollum",10,"POR",8,79.9100301342445,2703.41762190195,0.647142498627562,11.8577048066496,2013,25.18,12.25,4.02,2.25
"1643","2022-23","CJ McCollum",10,"POR",9,79.1082605728141,2705.75949931022,0.651519415486129,12.3242445085685,2013,25.18,12.9,4.02,2.97
"1644","2023-24","CJ McCollum",10,"POR",10,78.2915716365505,2708.03822586536,0.65576704527192,12.7861546873658,2013,26.76,12.23,3.75,2.35
"1645","2020-21","Clint Capela",25,"HOU",6,56.0722408731317,1367.93120557111,0.594812371184146,4.53273107589622,2014,21.54,8.34,1.93,1.08
"1646","2021-22","Clint Capela",25,"HOU",7,49.3951869410183,1254.41033123898,0.482049487646653,10.8180653931904,2014,21.7,6.72,1.76,1.19
"1647","2022-23","Clint Capela",25,"HOU",8,48.607129650679,1256.75790846888,0.484624043889196,11.3879067042767,2014,24.54,8.65,2.23,1.71
"1648","2023-24","Clint Capela",25,"HOU",9,47.8090464692609,1259.41054574561,0.487253625065125,11.9449966359611,2014,25.76,9.06,2.62,2.29
"1649","2020-21","Cody Zeller",4,"CHO",7,41.8397627440642,1141.07344693497,0.453331130735169,8.36071542625021,2013,19.21,3.22,0.44,-0.73
"1650","2021-22","Cody Zeller",4,"CHO",8,68.290102919715,2223.78971965297,0.516835530168822,16.3402740839684,2013,25.54,8.33,2.36,1.43
"1651","2022-23","Cody Zeller",4,"CHO",9,67.7095846294502,2230.76832549788,0.520451930431753,16.7770397745727,2013,25.74,9.88,2.36,1.4
"1652","2023-24","Cody Zeller",4,"CHO",10,67.0774328226571,2236.93688387336,0.523996184717578,17.2170102942226,2013,25.64,10.3,2.26,1.12
"1653","2020-21","Collin Sexton",8,"CLE",2,66.4552451661246,1604.78484451804,0.477283927569846,16.8264289023873,2018,15.56,2.28,0.16,-1.36
"1654","2021-22","Collin Sexton",8,"CLE",3,62.057126807352,2161.31358942253,0.530824574166081,14.9305376038629,2018,19.28,3.72,0.48,-1
"1655","2022-23","Collin Sexton",8,"CLE",4,61.3633452922943,2162.23450651456,0.534387174755357,15.5942254739922,2018,19.89,5.57,1.09,0.32
"1656","2023-24","Collin Sexton",8,"CLE",5,60.6477190637519,2163.10729936629,0.537927181768133,16.2190060591016,2018,21.18,6.02,1.44,0.29
"1657","2020-21","Cory Joseph",29,"IND",9,52.4641594502069,1279.20705649045,0.610027568938318,7.34944436884061,2011,24.85,9.03,1.52,1.09
"1658","2021-22","Cory Joseph",29,"IND",10,70.2324156329293,2158.96629169312,0.563238806302211,41.2678518374218,2011,26.66,11.91,5.59,6.97
"1659","2022-23","Cory Joseph",29,"IND",11,69.0865865769818,2154.01515953355,0.566134933537694,41.6577462382228,2011,26.8,13.48,6.08,6.97
"1660","2023-24","Cory Joseph",29,"IND",12,67.9627621227583,2149.96205613866,0.56906736639459,42.0611437629931,2011,26.82,13.87,5.9,7.03
"1661","2020-21","D.J. Augustin",9,"ORL",12,68.6189418194675,2484.72624785593,0.569544216568554,-0.708129520013614,2008,25.74,9.11,1.99,1.31
"1662","2021-22","D.J. Augustin",9,"ORL",13,68.6996530202409,2056.59533410373,0.596998891823878,14.8568333297415,2008,23.07,5.84,1.42,0.5
"1663","2022-23","D.J. Augustin",9,"ORL",14,68.1058879141146,2067.59174164794,0.601006776418357,15.1233949537971,2008,24.16,7.73,1.33,0.16
"1664","2023-24","D.J. Augustin",9,"ORL",15,67.4417834901192,2077.16523645025,0.604867591280771,15.4258270373497,2008,23.88,9.58,1.71,0.84
"1665","2020-21","D.J. Wilson",17,"MIL",3,63.3685859591255,770.939072953433,0.574719515812284,-13.3093320966614,2017,17.89,3.62,0.89,-0.45
"1666","2021-22","D.J. Wilson",17,"MIL",4,45.1841357266053,1384.95624530237,0.453987527615624,12.2694582365944,2017,16.89,3.86,0.72,-0.36
"1667","2022-23","D.J. Wilson",17,"MIL",5,44.2591757303601,1381.21568997859,0.456662819851395,12.9635480272135,2017,18.94,4.11,0.93,-0.48
"1668","2023-24","D.J. Wilson",17,"MIL",6,43.3586862235477,1378.77263802737,0.459391313926429,13.6235281291149,2017,19.37,4.09,0.88,-0.22
"1669","2020-21","D'Angelo Russell",2,"BRK",5,77.7341015125171,2490.7284579676,0.60322857427619,7.11435226299715,2015,24.51,8.14,1.93,1.34
"1670","2021-22","D'Angelo Russell",2,"BRK",6,55.7609306214192,1447.65089060281,0.633086062115936,0.753804832875367,2015,24.59,4.72,1.28,0.67
