"","Season","Player","DraftPos","Tm","YrsPlayed","G","MP","TSPerc","ASTPerc","DraftYear","PER","WS","VORP","BPM"
"581","2018-19","James Ennis III",50,"PHI",6,18,281,0.51,6.7,2013,9.9,0.4,-0.1,-3.7
"582","2012-13","Anthony Davis",1,"NOH",1,64,1846,0.559,6.1,2012,21.7,6.1,2.1,2.5
"583","2013-14","Anthony Davis",1,"NOP",2,67,2358,0.582,8,2012,26.5,10.4,4,4.8
"584","2014-15","Anthony Davis",1,"NOP",3,68,2455,0.591,11.6,2012,30.8,14,6.7,8.9
"585","2015-16","Anthony Davis",1,"NOP",4,61,2164,0.559,10,2012,25,7.2,3.2,3.9
"586","2016-17","Anthony Davis",1,"NOP",5,75,2708,0.58,11.1,2012,27.5,11,5.4,5.9
"587","2017-18","Anthony Davis",1,"NOP",6,75,2727,0.612,10.8,2012,28.9,13.7,5.9,6.7
"588","2018-19","Anthony Davis",1,"NOP",7,56,1850,0.597,19,2012,30.3,9.5,5.3,9.4
"589","2012-13","Bradley Beal",3,"WAS",1,56,1745,0.515,13.7,2012,13.6,3,1,0.2
"590","2013-14","Bradley Beal",3,"WAS",2,73,2530,0.507,16,2012,14.3,4,1,-0.4
"591","2014-15","Bradley Beal",3,"WAS",3,63,2107,0.521,15,2012,14,3.7,1.1,0.1
"592","2015-16","Bradley Beal",3,"WAS",4,55,1708,0.547,15.6,2012,15.5,2.7,1,0.3
"593","2016-17","Bradley Beal",3,"WAS",5,77,2684,0.604,16.2,2012,20.1,8.5,3.5,3.3
"594","2017-18","Bradley Beal",3,"WAS",6,82,2977,0.564,21,2012,18.4,6.9,3.1,2.2
"595","2018-19","Bradley Beal",3,"WAS",7,82,3028,0.581,24.1,2012,20.8,7.6,3.7,2.9
"596","2012-13","Damian Lillard",6,"POR",1,82,3167,0.546,28.8,2012,16.4,5.8,1.8,0.3
"597","2013-14","Damian Lillard",6,"POR",2,82,2937,0.568,25.1,2012,18.6,9.6,3.9,3.2
"598","2014-15","Damian Lillard",6,"POR",3,82,2925,0.56,29,2012,20.7,10.6,4.9,4.7
"599","2015-16","Damian Lillard",6,"POR",4,75,2676,0.56,33.6,2012,22.2,9.2,4.3,4.4
"600","2016-17","Damian Lillard",6,"POR",5,75,2694,0.586,28.7,2012,24.1,10.4,4.8,5
"601","2017-18","Damian Lillard",6,"POR",6,73,2670,0.594,30.9,2012,25.2,12.6,6.3,7.2
"602","2018-19","Damian Lillard",6,"POR",7,80,2838,0.588,30.6,2012,23.7,12.1,6,6.4
"603","2012-13","Harrison Barnes",7,"GSW",1,81,2058,0.526,7.3,2012,11,2.8,0.1,-1.7
"604","2013-14","Harrison Barnes",7,"GSW",2,78,2204,0.486,7.6,2012,9.8,3.2,0.2,-1.6
"605","2014-15","Harrison Barnes",7,"GSW",3,82,2318,0.573,6.9,2012,13.4,6.7,1.2,0.1
"606","2015-16","Harrison Barnes",7,"GSW",4,66,2042,0.559,7.8,2012,12.3,4.9,0.3,-1.3
"607","2016-17","Harrison Barnes",7,"DAL",5,79,2803,0.541,7.7,2012,16.3,4.6,0.8,-0.8
"608","2017-18","Harrison Barnes",7,"DAL",6,77,2634,0.539,9.9,2012,15.8,3.8,1,-0.5
"609","2018-19","Harrison Barnes",7,"TOT",7,77,2533,0.55,6.7,2012,12.8,3.6,0.4,-1.4
"610","2018-19","Harrison Barnes",7,"DAL",7,49,1584,0.538,6.3,2012,13.1,1.9,0.3,-1.2
"611","2018-19","Harrison Barnes",7,"SAC",7,28,949,0.578,7.5,2012,12.3,1.7,0.1,-1.7
"612","2012-13","Terrence Ross",8,"TOR",1,73,1239,0.491,7.2,2012,10.4,0.9,-0.1,-2.5
"613","2013-14","Terrence Ross",8,"TOR",2,81,2159,0.553,6.1,2012,12,4.2,1,-0.2
"614","2014-15","Terrence Ross",8,"TOR",3,82,2092,0.519,6.5,2012,11.2,2.4,0.3,-1.4
"615","2015-16","Terrence Ross",8,"TOR",4,73,1747,0.551,5.3,2012,12.9,3.6,1,0.3
"616","2016-17","Terrence Ross",8,"TOT",5,78,1955,0.55,7.1,2012,13.4,3.5,0.9,-0.2
"617","2016-17","Terrence Ross",8,"TOR",5,54,1207,0.558,5.9,2012,14.9,2.9,1,1.2
"618","2016-17","Terrence Ross",8,"ORL",5,24,748,0.536,9,2012,11.1,0.6,-0.1,-2.5
"619","2017-18","Terrence Ross",8,"ORL",6,24,600,0.505,9.3,2012,9.9,0.3,-0.1,-2.7
"620","2018-19","Terrence Ross",8,"ORL",7,81,2150,0.561,9.9,2012,15.4,4.3,1.5,0.8
"621","2012-13","Andre Drummond",9,"DET",1,60,1243,0.578,4.1,2012,21.6,4.5,1.4,2.5
"622","2013-14","Andre Drummond",9,"DET",2,81,2619,0.599,2.2,2012,22.6,9.9,2.3,1.4
"623","2014-15","Andre Drummond",9,"DET",3,82,2502,0.504,3.9,2012,21.4,7.7,1.2,-0.1
"624","2015-16","Andre Drummond",9,"DET",4,81,2666,0.499,4.4,2012,21.2,7.4,2,1.1
"625","2016-17","Andre Drummond",9,"DET",5,81,2409,0.518,6,2012,20.9,6.7,1.8,1
"626","2017-18","Andre Drummond",9,"DET",6,78,2625,0.555,14.3,2012,22.9,10.3,3.4,3.2
"627","2018-19","Andre Drummond",9,"DET",7,79,2647,0.555,7.2,2012,23.4,10,2.7,2.1
"628","2012-13","Austin Rivers",10,"NOH",1,61,1418,0.431,13.9,2012,5.9,-1.1,-1.5,-6.2
"629","2013-14","Austin Rivers",10,"NOP",2,69,1339,0.482,18.7,2012,11.6,0.6,-0.5,-3.4
"630","2014-15","Austin Rivers",10,"TOT",3,76,1563,0.481,14.7,2012,10.3,1.5,-0.3,-2.8
"631","2014-15","Austin Rivers",10,"NOP",3,35,772,0.472,16.7,2012,10.1,0.7,-0.2,-3
"632","2014-15","Austin Rivers",10,"LAC",3,41,791,0.488,12.8,2012,10.6,0.8,-0.1,-2.7
"633","2015-16","Austin Rivers",10,"LAC",4,67,1464,0.523,10.6,2012,11.1,1.9,-0.2,-2.7
"634","2016-17","Austin Rivers",10,"LAC",5,74,2054,0.545,15,2012,11.4,2.5,-0.1,-2.2
"635","2017-18","Austin Rivers",10,"LAC",6,61,2057,0.526,17.5,2012,12.6,2.4,0.4,-1.2
"636","2018-19","Austin Rivers",10,"TOT",7,76,2028,0.503,11.5,2012,7.7,1.2,-1.1,-4.3
"637","2018-19","Austin Rivers",10,"WAS",7,29,683,0.49,11.2,2012,6.8,-0.2,-0.6,-5.3
"638","2018-19","Austin Rivers",10,"HOU",7,47,1345,0.511,11.7,2012,8.2,1.4,-0.6,-3.8
"639","2012-13","Jeremy Lamb",12,"OKC",1,23,147,0.479,5.4,2012,11.2,0.2,-0.1,-5.4
"640","2013-14","Jeremy Lamb",12,"OKC",2,78,1538,0.522,11.8,2012,13.4,3.3,0.8,0.1
"641","2014-15","Jeremy Lamb",12,"OKC",3,47,633,0.538,10.9,2012,14.9,1.6,0.6,1.6
"642","2015-16","Jeremy Lamb",12,"CHO",4,66,1227,0.529,10.9,2012,15.9,2.7,0.9,0.8
"643","2016-17","Jeremy Lamb",12,"CHO",5,62,1143,0.55,11.3,2012,17,2.7,0.7,0.5
"644","2017-18","Jeremy Lamb",12,"CHO",6,80,1967,0.559,15.4,2012,17,4.9,1.8,1.6
"645","2018-19","Jeremy Lamb",12,"CHO",7,79,2250,0.552,11.9,2012,17.3,5.3,1.8,1.2
"646","2012-13","Maurice Harkless",15,"ORL",1,76,1974,0.504,3.9,2012,12.5,2.4,0.4,-1.3
"647","2013-14","Maurice Harkless",15,"ORL",2,80,1950,0.542,6.4,2012,11.8,2.8,0.8,-0.4
"648","2014-15","Maurice Harkless",15,"ORL",3,45,674,0.449,5.4,2012,8.4,0.3,-0.3,-3.6
"649","2015-16","Maurice Harkless",15,"POR",4,78,1457,0.541,6.9,2012,13.3,2.9,0.5,-0.5
"650","2016-17","Maurice Harkless",15,"POR",5,77,2223,0.57,5.9,2012,13.1,4.2,0.8,-0.6
"651","2017-18","Maurice Harkless",15,"POR",6,59,1264,0.596,6,2012,12.6,3.2,1.1,1.4
"652","2018-19","Maurice Harkless",15,"POR",7,60,1415,0.547,7.1,2012,13.2,3.4,1,0.7
"653","2012-13","Evan Fournier",20,"DEN",1,38,428,0.597,15.5,2012,13.8,1,0.1,-1.4
"654","2013-14","Evan Fournier",20,"DEN",2,76,1503,0.533,11.6,2012,10.3,1.4,-0.4,-2.9
"655","2014-15","Evan Fournier",20,"ORL",3,58,1661,0.546,11.5,2012,12.4,2.1,0.1,-1.8
"656","2015-16","Evan Fournier",20,"ORL",4,79,2566,0.587,12.8,2012,14.6,5.7,1.1,-0.3
"657","2016-17","Evan Fournier",20,"ORL",5,68,2234,0.555,14.8,2012,13.9,2.8,0.4,-1.3
"658","2017-18","Evan Fournier",20,"ORL",6,57,1837,0.577,14.8,2012,15.5,3.3,0.7,-0.6
"659","2018-19","Evan Fournier",20,"ORL",7,81,2553,0.536,17.6,2012,12.3,3.2,-0.3,-2.4
"660","2016-17","Tomáš Satoranský",32,"WAS",5,57,719,0.477,16.7,2012,8.5,0.6,-0.1,-2.4
"661","2017-18","Tomáš Satoranský",32,"WAS",6,73,1643,0.615,24.8,2012,15.4,5,1.3,1.2
"662","2018-19","Tomáš Satoranský",32,"WAS",7,80,2164,0.59,24.6,2012,14.1,4.7,0.7,-0.7
"663","2012-13","Jae Crowder",34,"DAL",1,78,1353,0.491,10,2012,10.2,1.5,0.3,-1
"664","2013-14","Jae Crowder",34,"DAL",2,78,1254,0.551,6.7,2012,11.9,2.3,0.7,0.2
"665","2014-15","Jae Crowder",34,"TOT",3,82,1647,0.517,8.6,2012,13.9,3.9,1,0.5
"666","2014-15","Jae Crowder",34,"DAL",3,25,265,0.55,6.5,2012,12.7,0.5,0.1,-0.1
"667","2014-15","Jae Crowder",34,"BOS",3,57,1382,0.512,9,2012,14.1,3.3,0.9,0.6
"668","2015-16","Jae Crowder",34,"BOS",4,73,2308,0.565,8.9,2012,15.8,7.3,2.5,2.2
"669","2016-17","Jae Crowder",34,"BOS",5,72,2335,0.613,10.1,2012,14.9,6.7,1.7,0.9
"670","2017-18","Jae Crowder",34,"TOT",6,80,2090,0.525,6.9,2012,10.4,2.6,-0.3,-2.5
"671","2017-18","Jae Crowder",34,"CLE",6,53,1346,0.545,6,2012,10.2,1.7,-0.3,-3
"672","2017-18","Jae Crowder",34,"UTA",6,27,744,0.499,8.6,2012,10.8,0.9,0.1,-1.7
"673","2018-19","Jae Crowder",34,"UTA",7,80,2166,0.538,8.9,2012,12.1,4.4,1.2,0.3
"674","2012-13","Draymond Green",35,"GSW",1,79,1061,0.404,7,2012,7.1,0.6,-0.4,-3.6
"675","2013-14","Draymond Green",35,"GSW",2,82,1797,0.498,11.9,2012,12.7,4.5,1.8,1.9
"676","2014-15","Draymond Green",35,"GSW",3,79,2490,0.54,16.1,2012,16.4,8.5,3.5,3.5
"677","2015-16","Draymond Green",35,"GSW",4,81,2808,0.587,29,2012,19.3,11.1,5.3,5.5
"678","2016-17","Draymond Green",35,"GSW",5,76,2471,0.522,27.6,2012,16.5,8.2,4.3,4.9
"679","2017-18","Draymond Green",35,"GSW",6,70,2287,0.556,29,2012,16.1,6.1,2.8,2.8
"680","2018-19","Draymond Green",35,"GSW",7,66,2065,0.526,26.8,2012,12.9,4.3,1.8,1.4
"681","2012-13","Khris Middleton",39,"DET",1,27,475,0.532,9.5,2012,11.4,0.9,0,-1.9
"682","2013-14","Khris Middleton",39,"MIL",2,82,2460,0.541,11.7,2012,12.5,2.7,-0.2,-2.3
"683","2014-15","Khris Middleton",39,"MIL",3,79,2378,0.563,12.7,2012,15.6,6.7,2.2,1.6
"684","2015-16","Khris Middleton",39,"MIL",4,79,2852,0.56,18.9,2012,16.8,6.1,1.9,0.6
"685","2016-17","Khris Middleton",39,"MIL",5,29,889,0.57,17.5,2012,15,1.6,0.4,-0.3
"686","2017-18","Khris Middleton",39,"MIL",6,82,2982,0.577,17.7,2012,17.4,6.9,1.5,0
"687","2018-19","Khris Middleton",39,"MIL",7,77,2393,0.558,20.1,2012,16.5,6.1,1.7,0.8
"688","2012-13","Will Barton",40,"POR",1,73,894,0.437,10.4,2012,9.1,-0.5,-0.6,-4.6
"689","2013-14","Will Barton",40,"POR",2,41,387,0.488,13.3,2012,13.5,0.6,0.1,-1.3
"690","2014-15","Will Barton",40,"TOT",3,58,983,0.503,13,2012,13.6,1.3,0.4,-0.2
"691","2014-15","Will Barton",40,"POR",3,30,300,0.422,13.4,2012,8.3,0,-0.1,-3.3
"692","2014-15","Will Barton",40,"DEN",3,28,683,0.533,12.8,2012,15.9,1.3,0.5,1.2
"693","2015-16","Will Barton",40,"DEN",4,82,2353,0.535,14.4,2012,16,4.3,1.7,0.8
"694","2016-17","Will Barton",40,"DEN",5,60,1705,0.547,17.7,2012,15.5,3.3,1,0.2
"695","2017-18","Will Barton",40,"DEN",6,81,2683,0.562,18.5,2012,16.2,6.2,2.1,1.1
"696","2018-19","Will Barton",40,"DEN",7,43,1189,0.501,14.6,2012,11,1.2,0,-1.8
"697","2011-12","Kyrie Irving",1,"CLE",1,51,1558,0.566,36.5,2011,21.4,4.1,2.4,4.1
"698","2012-13","Kyrie Irving",1,"CLE",2,59,2048,0.553,32.7,2011,21.4,5.3,3,3.7
"699","2013-14","Kyrie Irving",1,"CLE",3,71,2496,0.533,31.6,2011,20.1,6.7,3.3,3.4
"700","2014-15","Kyrie Irving",1,"CLE",4,75,2730,0.583,25,2011,21.5,10.4,4.2,4.1
"701","2015-16","Kyrie Irving",1,"CLE",5,53,1667,0.54,26.6,2011,19.9,5,1.8,2.3
"702","2016-17","Kyrie Irving",1,"CLE",6,72,2525,0.58,29.7,2011,23,8.9,3.4,3.4
"703","2017-18","Kyrie Irving",1,"BOS",7,60,1931,0.61,30.7,2011,25,8.9,4.5,7.3
"704","2018-19","Kyrie Irving",1,"BOS",8,67,2214,0.592,35,2011,24.3,9.1,5.1,7.2
"705","2011-12","Enes Freedom",3,"UTA",1,66,874,0.539,1.4,2011,14.5,1.7,-0.2,-3
"706","2012-13","Enes Freedom",3,"UTA",2,70,1078,0.588,5,2011,17.6,2.3,0,-2.1
"707","2013-14","Enes Freedom",3,"UTA",3,80,2138,0.523,6.4,2011,15.6,2.2,-0.9,-3.6
"708","2014-15","Enes Freedom",3,"TOT",4,75,2135,0.564,4.8,2011,20.3,6.4,0.6,-0.9
"709","2014-15","Enes Freedom",3,"UTA",4,49,1326,0.535,3.8,2011,17.5,2.7,-0.2,-2.7
"710","2014-15","Enes Freedom",3,"OKC",4,26,809,0.611,6.4,2011,24.9,3.7,0.8,2
"711","2015-16","Enes Freedom",3,"OKC",5,82,1721,0.626,3.1,2011,24,8.1,1.4,1.2
"712","2016-17","Enes Freedom",3,"OKC",6,72,1533,0.599,7.9,2011,23.7,5.8,1.4,1.7
"713","2017-18","Enes Freedom",3,"NYK",7,71,1830,0.63,9.4,2011,24,7.6,1.9,2.2
"714","2018-19","Enes Freedom",3,"TOT",8,67,1640,0.594,12.1,2011,22.3,5.4,1.2,1
"715","2018-19","Enes Freedom",3,"NYK",8,44,1128,0.585,13.1,2011,21.8,3.4,0.8,0.8
"716","2018-19","Enes Freedom",3,"POR",8,23,512,0.614,9.9,2011,23.5,2.1,0.4,1.3
"717","2011-12","Tristan Thompson",4,"CLE",1,60,1424,0.469,3.3,2011,13.3,1.1,-1,-4.7
"718","2012-13","Tristan Thompson",4,"CLE",2,82,2564,0.516,6.9,2011,16.1,5.2,0.1,-1.8
"719","2013-14","Tristan Thompson",4,"CLE",3,82,2594,0.528,4.5,2011,14.9,5.7,-0.1,-2.1
"720","2014-15","Tristan Thompson",4,"CLE",4,82,2194,0.58,2.7,2011,15.6,6.8,0.4,-1.2
"721","2015-16","Tristan Thompson",4,"CLE",5,82,2269,0.611,4,2011,15.9,8.7,1.2,0.2
"722","2016-17","Tristan Thompson",4,"CLE",6,78,2336,0.594,4.6,2011,15.3,7.3,0.7,-0.7
"723","2017-18","Tristan Thompson",4,"CLE",7,53,1072,0.569,4.3,2011,13.6,2.5,-0.2,-2.9
"724","2018-19","Tristan Thompson",4,"CLE",8,43,1198,0.551,11.2,2011,18.4,2.6,0.4,-0.5
"725","2012-13","Jonas Valančiūnas",5,"TOR",2,62,1482,0.619,5,2011,15.6,3.9,0.3,-1.2
"726","2013-14","Jonas Valančiūnas",5,"TOR",3,81,2282,0.579,4.2,2011,16.1,6.7,0.4,-1.3
"727","2014-15","Jonas Valančiūnas",5,"TOR",4,80,2096,0.623,3.1,2011,20.6,8.2,1.3,0.5
"728","2015-16","Jonas Valančiūnas",5,"TOR",5,60,1557,0.61,4.8,2011,22.6,6.9,1.4,1.7
"729","2016-17","Jonas Valančiūnas",5,"TOR",6,80,2066,0.601,4.4,2011,20.1,7.9,1.2,0.3
"730","2017-18","Jonas Valančiūnas",5,"TOR",7,77,1727,0.628,7.5,2011,22.5,7.6,1.9,2.4
"731","2018-19","Jonas Valančiūnas",5,"TOT",8,49,1091,0.616,12,2011,24.4,4.2,1.3,2.7
"732","2018-19","Jonas Valančiūnas",5,"TOR",8,30,564,0.639,8.5,2011,24.4,2.6,0.7,3.2
"733","2018-19","Jonas Valančiūnas",5,"MEM",8,19,527,0.594,15.7,2011,24.4,1.5,0.5,2.1
"734","2011-12","Bismack Biyombo",7,"CHA",1,63,1455,0.48,3.1,2011,10.6,0.6,-1,-4.6
"735","2012-13","Bismack Biyombo",7,"CHA",2,80,2186,0.472,2.5,2011,10.1,1.4,-1.3,-4.4
"736","2013-14","Bismack Biyombo",7,"CHA",3,77,1072,0.606,1.1,2011,13.3,3.2,0.2,-1.2
"737","2014-15","Bismack Biyombo",7,"CHO",4,64,1243,0.578,2,2011,15.2,4,0.3,-1.1
"738","2015-16","Bismack Biyombo",7,"TOR",5,82,1808,0.586,2.4,2011,14.9,5.9,0.8,-0.2
"739","2016-17","Bismack Biyombo",7,"ORL",6,81,1793,0.546,6,2011,12.2,2.9,-0.6,-3.2
"740","2017-18","Bismack Biyombo",7,"ORL",7,82,1495,0.556,6.5,2011,14.1,2.9,-0.2,-2.4
"741","2018-19","Bismack Biyombo",7,"CHO",8,54,783,0.602,5.9,2011,14.4,2,-0.1,-2.5
"742","2011-12","Kemba Walker",9,"CHA",1,66,1792,0.464,30.2,2011,14.9,0.3,0.6,-0.8
"743","2012-13","Kemba Walker",9,"CHA",2,82,2859,0.517,31.2,2011,18.8,4.8,2.4,1.4
"744","2013-14","Kemba Walker",9,"CHA",3,73,2614,0.499,29.7,2011,16.8,5.1,2.4,1.7
"745","2014-15","Kemba Walker",9,"CHO",4,62,2119,0.486,27.1,2011,17.6,4.5,2.3,2.3
"746","2015-16","Kemba Walker",9,"CHO",5,81,2885,0.554,25.7,2011,20.8,9.9,4.3,4
"747","2016-17","Kemba Walker",9,"CHO",6,79,2739,0.569,29.1,2011,21.3,8.1,4.2,4.1
"748","2017-18","Kemba Walker",9,"CHO",7,80,2736,0.572,27.4,2011,20.6,8.6,4.2,4
"749","2018-19","Kemba Walker",9,"CHO",8,82,2863,0.558,29.4,2011,21.7,7.4,4.4,4.2
"750","2011-12","Alec Burks",12,"UTA",1,59,939,0.506,9.5,2011,14,1.5,0,-2
"751","2012-13","Alec Burks",12,"UTA",2,64,1137,0.507,13,2011,11.5,1,-0.2,-2.6
"752","2013-14","Alec Burks",12,"UTA",3,78,2193,0.547,16.9,2011,15.8,3.2,0.7,-0.8
"753","2014-15","Alec Burks",12,"UTA",4,27,899,0.524,15.2,2011,13,1.7,0.1,-1.7
"754","2015-16","Alec Burks",12,"UTA",5,31,797,0.52,13.9,2011,14.3,1.5,0.3,-0.4
"755","2016-17","Alec Burks",12,"UTA",6,42,653,0.501,7.5,2011,11.6,0.8,0,-2.3
"756","2017-18","Alec Burks",12,"UTA",7,64,1059,0.527,10,2011,13.1,1.9,0.3,-0.9
"757","2018-19","Alec Burks",12,"TOT",8,64,1375,0.523,13.7,2011,12.7,1.5,0.3,-1.2
"758","2018-19","Alec Burks",12,"UTA",8,17,269,0.547,11.2,2011,12.4,0.5,0.1,-0.6
"759","2018-19","Alec Burks",12,"CLE",8,34,979,0.517,15,2011,13.2,0.9,0.1,-1.4
"760","2018-19","Alec Burks",12,"SAC",8,13,127,0.495,9.5,2011,9,0.2,0,-1.1
"761","2011-12","Markieff Morris",13,"PHO",1,63,1227,0.484,8.2,2011,12.1,1.5,0,-2.1
"762","2012-13","Markieff Morris",13,"PHO",2,82,1837,0.473,9.4,2011,12.6,1.7,0,-1.9
"763","2013-14","Markieff Morris",13,"PHO",3,81,2153,0.564,10.9,2011,18.4,6.4,1.6,1
"764","2014-15","Markieff Morris",13,"PHO",4,82,2581,0.523,12.4,2011,15.8,4.6,1.1,-0.3
"765","2015-16","Markieff Morris",13,"TOT",5,64,1629,0.489,12.7,2011,12.2,0.5,-0.2,-2.4
"766","2015-16","Markieff Morris",13,"PHO",5,37,917,0.456,16.1,2011,10.8,-0.5,-0.4,-3.7
"767","2015-16","Markieff Morris",13,"WAS",5,27,712,0.538,8.2,2011,14,1.1,0.2,-0.9
"768","2016-17","Markieff Morris",13,"WAS",6,76,2374,0.54,7.8,2011,13.7,4.1,0.3,-1.5
"769","2017-18","Markieff Morris",13,"WAS",7,73,1968,0.566,11,2011,13.2,3.3,0.4,-1.3
"770","2018-19","Markieff Morris",13,"TOT",8,58,1270,0.521,8.8,2011,11.7,1.6,-0.2,-2.7
"771","2018-19","Markieff Morris",13,"WAS",8,34,883,0.543,9.6,2011,12.3,0.9,-0.2,-2.7
"772","2018-19","Markieff Morris",13,"OKC",8,24,387,0.475,6.8,2011,10.4,0.7,-0.1,-2.8
"773","2011-12","Marcus Morris",14,"HOU",1,17,126,0.348,3.7,2011,3.8,-0.2,-0.2,-9.3
"774","2012-13","Marcus Morris",14,"TOT",2,77,1524,0.516,6.4,2011,11.3,1.8,0,-2
"775","2012-13","Marcus Morris",14,"HOU",2,54,1154,0.537,6.3,2011,12.1,2,0.2,-1.2
"776","2012-13","Marcus Morris",14,"PHO",2,23,370,0.453,6.4,2011,8.6,-0.2,-0.2,-4.4
"777","2013-14","Marcus Morris",14,"PHO",3,82,1800,0.552,7.6,2011,14.8,4.2,1.1,0.5
"778","2014-15","Marcus Morris",14,"PHO",4,81,2045,0.52,10.2,2011,13.7,4,1.1,0.1
"779","2015-16","Marcus Morris",14,"DET",5,80,2856,0.531,11,2011,12.7,5.4,1.3,-0.2
"780","2016-17","Marcus Morris",14,"DET",6,79,2565,0.508,9.4,2011,12.4,3.9,0.6,-1.1
"781","2017-18","Marcus Morris",14,"BOS",7,54,1442,0.541,8.2,2011,14.5,3.2,0.7,-0.1
"782","2018-19","Marcus Morris",14,"BOS",8,75,2091,0.568,7.5,2011,14.2,4.5,0.6,-0.9
"783","2011-12","Nikola Vučević",16,"PHI",1,51,812,0.462,6.2,2011,14.3,1.8,0,-2.2
"784","2012-13","Nikola Vučević",16,"ORL",2,77,2559,0.534,9.3,2011,17.8,5.7,0.9,-0.5
"785","2013-14","Nikola Vučević",16,"ORL",3,57,1812,0.536,10.2,2011,18.8,4.4,1,0.1
"786","2014-15","Nikola Vučević",16,"ORL",4,74,2529,0.548,11,2011,21.5,7,1.8,0.9
"787","2015-16","Nikola Vučević",16,"ORL",5,65,2037,0.531,15.9,2011,21.1,5.2,2,1.9
"788","2016-17","Nikola Vučević",16,"ORL",6,75,2163,0.498,16.9,2011,19.1,4,1.9,1.4
"789","2017-18","Nikola Vučević",16,"ORL",7,57,1683,0.533,19.9,2011,19.7,3.6,2,2.7
"790","2018-19","Nikola Vučević",16,"ORL",8,80,2510,0.573,21.9,2011,25.5,10.1,5.5,6.6
"791","2011-12","Tobias Harris",19,"MIL",1,42,479,0.54,7.4,2011,14.2,0.9,0,-1.9
"792","2012-13","Tobias Harris",19,"TOT",2,55,1299,0.527,8.8,2011,16,2.4,0.5,-0.5
"793","2012-13","Tobias Harris",19,"MIL",2,28,325,0.538,6.4,2011,13,0.5,0,-2.1
"794","2012-13","Tobias Harris",19,"ORL",2,27,974,0.524,9.6,2011,17,1.9,0.5,0
"795","2013-14","Tobias Harris",19,"ORL",3,61,1850,0.542,7.7,2011,16.5,4.1,0.6,-0.7
"796","2014-15","Tobias Harris",19,"ORL",4,68,2369,0.551,8.8,2011,16.7,4.8,1.5,0.5
"797","2015-16","Tobias Harris",19,"TOT",5,76,2513,0.56,10.6,2011,16.2,6.6,2.2,1.5
"798","2015-16","Tobias Harris",19,"ORL",5,49,1610,0.55,9.3,2011,15,3.3,1,0.6
"799","2015-16","Tobias Harris",19,"DET",5,27,903,0.577,12.9,2011,18.2,3.3,1.2,3.1
"800","2016-17","Tobias Harris",19,"DET",6,82,2567,0.568,8.8,2011,16.9,6.8,2.3,1.6
"801","2017-18","Tobias Harris",19,"TOT",7,80,2668,0.565,11.8,2011,17.1,6.7,2.6,1.9
"802","2017-18","Tobias Harris",19,"DET",7,48,1563,0.564,9.9,2011,16.7,4.1,1.5,1.7
"803","2017-18","Tobias Harris",19,"LAC",7,32,1105,0.565,14.3,2011,17.7,2.6,1.2,2.1
"804","2018-19","Tobias Harris",19,"TOT",8,82,2847,0.592,12.5,2011,17.2,7.1,2.6,1.6
"805","2018-19","Tobias Harris",19,"LAC",8,55,1903,0.605,12.5,2011,18.2,5,2.1,2.4
"806","2018-19","Tobias Harris",19,"PHI",8,27,944,0.562,12.6,2011,15.3,2.1,0.5,-0.1
"807","2011-12","Reggie Jackson",24,"OKC",1,45,501,0.408,21.2,2011,9.2,0.1,-0.2,-3.6
"808","2012-13","Reggie Jackson",24,"OKC",2,70,993,0.531,19.3,2011,14.2,2.5,0.5,0.1
"809","2013-14","Reggie Jackson",24,"OKC",3,80,2277,0.527,23.1,2011,15.4,4.9,1.2,0.1
"810","2014-15","Reggie Jackson",24,"TOT",4,77,2268,0.511,34.8,2011,17.2,4.9,1.8,1.1
"811","2014-15","Reggie Jackson",24,"OKC",4,50,1398,0.511,24.5,2011,15.6,2.9,0.9,0.7
"812","2014-15","Reggie Jackson",24,"DET",4,27,870,0.511,51.2,2011,19.8,2,0.9,1.9
"813","2015-16","Reggie Jackson",24,"DET",5,79,2424,0.535,36.3,2011,19.6,6.9,2.8,2.7
"814","2016-17","Reggie Jackson",24,"DET",6,52,1424,0.51,30.3,2011,14.9,1.9,0.4,-1
"815","2017-18","Reggie Jackson",24,"DET",7,45,1201,0.516,32.8,2011,15.9,2,0.5,-0.4
"816","2018-19","Reggie Jackson",24,"DET",8,82,2289,0.547,24.7,2011,15.2,5,1.4,0.4
"817","2011-12","Cory Joseph",29,"SAS",1,29,266,0.374,17.4,2011,6.9,0,-0.2,-5
"818","2012-13","Cory Joseph",29,"SAS",2,28,388,0.528,20.2,2011,13.5,0.9,0.2,-0.4
"819","2013-14","Cory Joseph",29,"SAS",3,68,936,0.558,17.2,2011,14.7,2.9,0.7,0.9
"820","2014-15","Cory Joseph",29,"SAS",4,79,1444,0.564,19.7,2011,15.5,4.5,1.2,1.4
"821","2015-16","Cory Joseph",29,"TOR",5,80,2046,0.512,19.3,2011,12.4,3.5,0.4,-1.2
"822","2016-17","Cory Joseph",29,"TOR",6,80,2003,0.518,20,2011,13.2,3.4,0.4,-1.3
"823","2017-18","Cory Joseph",29,"IND",7,82,2210,0.503,16.1,2011,11,3.1,0.3,-1.5
"824","2018-19","Cory Joseph",29,"IND",8,82,2063,0.474,20.7,2011,11,3.5,0.9,-0.4
"825","2011-12","Jimmy Butler",30,"CHI",1,42,359,0.526,5.7,2011,12.5,1.1,0.1,-1.3
